macd,macd_label,pizhut,piz_label
"The day’s not even over yet, and we’re already thinking about next Fry-Day  #FridayFeeling",Positive,Excuse us while we go Ham Solo on this pizza. #May4th,Positive
"Tune in TOMORROW @ 6PM PST to @McDonalds Instagram, we'll be at #TheGameAwards w/@MissGinaDarling! All access from red carpet, front row, and inside the official after party w/ special guests and a live performance by @charli_xcx! ",Positive,We’re looking like a snacc.,Neutral
"Put the textbook down and chill like you mean it. Take a study break with a McCafé frappe, smoothie or shake.",Positive,Have you ever eaten an entire pizza in one sitting?,Positive
There’s only one sure way to get through Hump Day. #WednesdayWisdom,Negative,woah.,Neutral
"Snowball fight dominations call for something as equally satisfying. Like any small #McCafe Shake, Smoothie or Frappé for just $2.",Positive,The Draft is like getting a taste of pizza and then having to wait 122 days to eat the rest of it. #2019NFLDraft #HurryPreSeason,Negative
"Dear Cookies,
 
You’re the sweetest. You know how to make a bad day good. Thank you.
 
Love,
Humanity. #NationalCookieDay ",Negative,"Congrats to @MichaelDeiter, tonight’s 78th pick of the #NFLDraft and the Pizza Hut Pi Pick! 3rd round, 14th pick means for a year. ",Positive
"Me: Tonight is gonna be LIT
Also Me: *pulls into drive thru* Big Mac or McNuggets?
#SignsYoureARealAdult",Negative,You’re on the clock! Use code DRAFTXHUT to get 50% OFF menu-priced pizzas online AND to be entered for a chance to win a trip to an NFL game of your choice! Offer ends Sunday: http://bit.ly/2GDFTmH . Rules: http://bit.ly/2Gzee6s ,Positive
"TIMEOUT! Which McPick 2 favorite is going with Sausage, Egg & Cheese #McGriddles for $5?",Neutral,"If you had the first pick in the draft, who are you selecting? #NFLDraft2019",Positive
Send a donation @RMHC's way this #GivingTuesday and help sick kids stay close to their families. Donate in-store or at http://RMHC.org/donate . #KeepingFamiliesClose,Positive,RT to make  the cover. #Madden20,Positive
"T-minus 3 days remain for you to enter to win the last McRib of the season!

Create a :25-:30 video, & post to Instagram or Twitter using #LastMcRibContest & tag @McDonalds. No purch. nec. Ends 11:59:59 p.m. ET on 11/27/17. 50 US/DC 13+. Rules at http://PlayatMcD.com/lastmcrib .",Positive,"nobody:
us:
crickets:

trolls on Twitter: “sILenCe tHe bRaNd”",Positive
TFW you get  upfront for college! Learn more at http://McDonalds.com/Careers ,Positive,Take care of our planet. It’s the only one with pizza . #EarthDay,Positive
"Me: I’m going to start decorating right now.
Also me: Not before this #McCafe Peppermint Mocha.",Neutral,"Using only emojis, tell us how you're celebrating #420. ",Positive
"Before you start planning the holiday party, cheers to a sweet treat. The #McCafe Peppermint Mocha is back!",Positive,It's high time for a brownie .,Positive
"Soooo, mornings aren’t the easiest pre-coffee. What’s your go-to #McCafe? (At part McD's)",Positive,Tag a friend who could absolutely wreck this pizza in one sitting. ,Positive
Profess your McRib love in a :25-:35 video on Twitter or Instagram using #LastMcRibContest + tag @McDonalds for a chance to win the season's last McRib and an epic trip to claim it. No purch nec. Ends 11:59:59 p.m. ET 11/27/17. 50 US/DC 13+. Rules at http://PlayatMcD.com/lastmcrib .,Positive,Can you claim  as a dependent? Asking for a friend?,Positive
"When good things aren’t meant to last, you get them while you can. #WednesdayWisdom At part. McDs for a limited time.",Positive,"WE'VE GOT 

     \  
         |
         | \_ 
     _/¯ ¯\_ 
FLAVOR IN THE BAGGG 
         
/||\_ 
       _/¯ ¯\_ https://twitter.com/moonageparadise/status/1117613714235064326 …",Positive
Remember that test you said you’d study for? Fill in C right after a few sips of your favorite #McCafe drink.,Positive,We’re about to kill this pizza faster than #GoT kills off characters. ,Negative
Today is #WorldKindnessDay. Why not do something to share kindness with children & families by donating to @RMHC online or in any McDonald’s restaurant? https://www.rmhc.org ,Negative,"Premiere: airing  
Pizza: ordered  
Friend’s login information: acquired  
#GoT",Negative
"First, a deliciously creamy #McCafe. Second, that stuff you promised a week ago. Because nothing comes before coffee.",Positive,The only lineup we care about. #FestivalSeason,Neutral
#280characters? We only need  and ,Neutral,When we first made the P’Zone it was an accident. Here’s to all the other happy accidents out there. #NationalSiblingsDay,Positive
You could win the #LastMcRibContest.  No purch nec. Ends 11:59:59 p.m. ET 11/27/17. 50 US/DC 13+. Rules at http://PlayatMcD.com/lastmcrib ,Positive,"#MarchMadness fans, your 2019 Champ is




The What Just Happened Wail!
When you can’t handle the madness, you know where to eat your feelings.",Positive
"Happy #NationalSandwichDay! Are burgers sandwiches or not? Regardless, we can all agree that a Big Mac is delicious.",Negative,. @UVAMensHoops deserves all the pizza. ALL  OF  IT.  #MarchMadness  #NCAAchampions,Neutral
The McRib® is finally back starting Nov. 6! Track down the saucy sandwich you love with the McRib Finder App. Download it now.,Positive,"Normal heart rate:
⠀   /\⠀ ⠀ ⠀ ⠀  /\    
__ /   \   __/\__ /   \    _
           \/⠀ ⠀ ⠀ ⠀  \/

When you're out of pizza at halftime:
⠀/\⠀      /\⠀     /\
_/  \  /\_/  \  /\_/  \   /\_
⠀   \/⠀⠀   \/⠀⠀   \/
#MarchMadness",Neutral
Bonus fries in the bag. #Happiest5WordSentence,Negative,"These #MarchMadness fans have made it this far, but there can only be one winner for the #NationalChampionship! Who will reign supreme in the Reaction Bracket? Vote now!",Positive
Tons of emails? Endless loads? Late night studying? None of these should come before coffee. #McCafe,Neutral,"— > Pizza makes us thirsty for beer. —
|                                                                  |
|                                                                  |
 — Beer makes us hungry for pizza.< —",Positive
That’s a wrap on #TrickorTweet for #Halloween2017.,Neutral,#TFW your bracket still has a team in the dance. #MarchMadness,Positive
So what’ll it be this #Halloween: a trick or a treat? Let us know below. #TrickorTweet,Positive,". @UVAMensHoops @TexasTechMBB, if there were a pizza eating championship we’d make it there too. Just wanted you to know. #MarchMadness",Positive
To people concerned about cheese placement on burgers: We’ll happily help advise. CC: Chef @Mike_Haracz #BurgerEmoji,Positive,Just watch your team go down in flames? Grab your emotional support pizza and pull that Comfort Blanket extra tight. #MarchMadness #TheresAlwaysNextYear,Neutral
$1 Any Size Fanta Orange might be the only thing that’s more awesome than these jack-o-lanterns.,Positive,#MarchMadness brings all the feels. Vote on the #FinalFour round of fan reactions to determine who goes on to the championship! ,Neutral
#tfw you realize it's $1 Any Size Fanta Orange at McDonald's...Just ask @RoyPurdy,Positive,#MarchMadness brings all the feels. Vote on the #FinalFour round of fan reactions to determine who goes on to the championship! ,Neutral
It’s #MondayMorning and this tweet is all we’re capable of doing before we’ve had our #McCafe coffee. Nothing comes before ,Positive,#FinalFour and suddenly 68 became 4. Are we talking about:,Neutral
"Tag a friend that just can’t get enough of our ice cold Coke. Then, head over and get them any size for $1.",Negative,"Don’t let your celebration get out of hand. Make sure you're prepared for Saturday. Reply w/ #promotion for a chance to win the P'Phone case along with the rest of our #MarchMadness Survival Kit. NO PURCH NEC. U.S.,18+. Rules: http://bit.ly/2K9JWMw ",Positive
Are these World Famous Fries golden or yellow ? #TheFryDebate,Negative,"The Road Ends Here, but the pizza doesn’t  Excited to show the @UVAMensHoops @MSU_Basketball @AuburnMBB @TexasTechMBB the @pizzahut Fan P’Zone at the @FinalFour in MN! Ride the Mechanical Ball, take photos with the Championship Trophy, enjoy P’Zones and much more! #inthepzone",Neutral
You spoke. We’ve listened. Lots more #SzechuanSauce and locations. Details soon. And that’s the wayyy the news goes!,Positive,"My belly when the pizza arrives:

|                  |
|                   \
|      /¯¯¯¯\      \
|     |     |      \
|      \  /         \ 
|     ___| |____       /
|  /        /__  /
|  \_           /
|                     |",Neutral
The best fans in the multiverse showed us what they got today. We hear you & we're sorry not everyone could get some super-limited Szechuan.,Positive,"Need to zen out before the stress begins again on Saturday?  Reply to this tweet with #promotion for a chance to win the PizzaTherapy candle, along with the rest of our March Madness Survival Kit. NO PURCH NEC. U.S.,18+. Click https://bit.ly/2UHCfhu  for rules.",Positive
Having a hot study buddy never hurt anyone. Enjoy #BackInSchool with #McCafe ,Positive,Hut Rewards Members: Score a FREE pep P'ZONE if there's a 17-point comeback during the #FinalFour or NCAA Championship games! http://bit.ly/2JZcgBa ,Positive
"Your fans showed us what they got, now WE got to bring it back. Super limited run Szechuan Sauce, only on 10/7! http://ButtermilkCrispyTenders.com ",Positive,He don’t protec. He don’t attac. But he do deliver a pizza snac. Now announcing the Pizza M. U. T. T. delivery team. Use code 30OFFAPRIL1 for 30% OFF menu-priced pizzas. Today only.,Positive
You’re on the quest for a #BigNightIn. And since McDonald’s delivers on @UberEATS what’s better than a ___ &___ to complete the night?,Positive,And then there were four. Congrats to @AuburnMBB @UVAMensHoops @TexasTechMBB @MSU_Basketball #Final4 #MarchMadness,Neutral
It’s a big night on  so why leave your ? Get your McDonald’s faves on the @UberEATS app from your  *At part. McD. Booking fee applies.,Positive,"Instead of dealing with your feelings, eat them. Eat them all.
#EmotionalSupportPizza #Elite8",Positive
"Before you go all “Omg mornings are the worst” grab a McCafé. Next, figure out which McCafé… 
decisions…decisions. (At part. McD’s)",Positive,"Losses are hard. However you cope with defeat,
Comfort Blanket is here for you. #MarchMadness #Elite8",Negative
Pick your menu all-star.,Positive,"Congrats to all the survivors. To everyone else, welcome to the Elite Ate (Your Feelings). #EmotionalSupportPizza",Positive
"Happy #FirstDayofFall, everyone!",Positive,"SWEET win, team. #Sweet16 #MarchMadness",Neutral
"We deliver your #BigNightIn with McDonald’s on @UberEATS! Now, how are you spending it? #McDelivery",Positive,Winner winner pizza dinner. Who can make the W that much sweeter? #PizzaHutCan #Sweet16,Positive
"An all nighter with #McCafe: *Sips drink * Writes name *… Woo, time for a break.  #BackInSchool",Positive,This game is a nail biter. And by “nail” we mean pizza.  #EmotionalSupportPizza,Neutral
"First, the deliciously creamy new #McCafe Vanilla Cappuccino. Second, that stuff you promised a week ago. Get any small for just $2.",Negative,Scream-crying really works up an appetite. Who can help #PizzaHutCan #Sweet16,Positive
"Yarrr, the secret to #TalkLikeaPirateDay is to eat your treasure, not bury it.",Neutral,More sports on TV = more reasons to eat pizza! ,Positive
Does this mean you'll come hang out soon? We hope so!,Neutral,The perfect cake doesn't exi-,Positive
The golden arches are in the distance and you just yawned again. What do you do?,Neutral,#MarchMadness brings out the best and worst in us. Tag us in your fave fan reaction GIF for a chance for it to be featured in our Reaction Bracket!,Positive
We are proud to donate $1 Million to the American Red Cross for Hurricane Irma Relief http://McD.to/60148FM8w ,Positive,Protect that bracket like it's the last slice! ,Neutral
Back-to-school  Graduation. Learn how you can get money for college by working at McDonald’s. http://McDonalds.com/Careers ,Positive,"Congrats to everyone who made it to the Sweet 16. To everyone else, did you know pizza can absorb tears? We’re fine. Well, we will be. Hopefully. Everything’s fine. #Marchmadness #Sweet16",Positive
"#TuneInNextWeekWhen we avoid social media to dodge spoilers. We didn’t watch it yet, ok? Friday is our #McDelivery and catch up day.",Positive,Team knocked out of round two? Try working through that rage with some guided (pizza-based) enlightenment. #MarchMadness,Neutral
"Two kinds of moods for #BackInSchool
  With McDonald’s 
  Without McDonald’s",Positive,That last shot was... Hard. To. Watch. #EmotionalSupportPizza is here for you. #Marchmadness,Negative
"Step 1: Drink a #McCafe Iced Caramel Macchiato.
 Step 2: Conquer the day. Get any small McCafé for just $2.",Positive,"Don’t shut down this pizza party yet, these teams are still in the dance. #MarchMadness",Positive
Your afternoon treat starts in 5…4…3…2…1 Which #McCafé espresso are you grabbing? At part. McD’s.,Positive,"Suddenly not going on to the Sweet 16? Tell people you’re not crying, you’ve just got red pepper flakes in your eyes. #MarchMadness",Positive
The morning's a blur until you sip our delicious Pumpkin Spice Latte. Sip on any small for just $2. Nothing comes before ,Positive,First round down. Only five to go. #MarchMadness,Positive
We’re celebrating #NationalVideoGamesDay by trying some of our favorite cheat codes. ,Positive,Knocked out already? Cover up that personal pain with a Personal Pan. #EmotionalSupportPizza #MarchMadness,Negative
"What are you waiting for, Jacki? We're waiting for you!",Neutral,Tag a friend who’s experienced a tough first round loss and needs to see a calming pizza sitting next to a calming waterfall. #TheresAlwaysNextYear,Positive
Sometimes restaurants switch up local menus. Hope you can find a new favorite!,Positive,"Watching #MarchMadness with my boy @GoldGloveTV #sponsored by @PizzaHut  Join the stream and score deals on pizza during the games: 

http://twitch.tv/vernnotice ",Positive
"This Friday night is calling for a #BigNightIn. What would you order
with #McDelivery on @UberEATS tonight?",Positive,"Who you got winning #MarchMadness? Join me and @VernNotice for today's games #sponsored by @PizzaHut 
http://twitch.tv/goldglove ",Positive
Golden hour views + #BigMac bites = night made #SummerDaze,Positive,Our pan pizza is thicc.,Neutral
Looking for a back-to-school job and money for college? Let us point you in the right direction. http://McDonalds.com/ArchwaystoOpportunity …,Positive,Didn’t make the final bracket? You don’t have to talk about it if your mouth is full of pizza. #EmotionalSupportPizza,Negative
"Soooo, mornings aren’t the easiest pre-coffee. What’s your go-to #McCafe? [At participating McDonald's]",Positive,"Ah yes, the #FirstDayofSpring where people stop getting delivery and start getting carryout.",Negative
The best part of our day is seeing you! Stop by again anytime.,Negative,P’ZONE >,Neutral
Come grab yours! It's a bit of deliciousness in every bite.,Positive,First one to get knocked out?  More time to eat pizza. #AlwaysAWin #MarchMadness,Positive
"Knock that craving out, Alyssa! We've got some cookies with your name on it!",Negative,Deep breath... 133 halves of hoops left to go! #MarchMadness,Neutral
Head this way to crush those cravings!,Neutral,"Hut Rewards Members, vote for your favorite $5 lineup item at http://www.PizzaHutBracket.com  for the chance to score exclusive deals if your pick wins. ",Positive
"Did anyone help you out? Stop by when you can, we would love to see you!",Positive,Bring back the pzone @pizzahut,Neutral
And we want to see you! Promise to visit soon?,Positive,Bring back the pzone ,Neutral
Celebrating National Literacy Month with the return of Happy Meal Books!  Now available nationwide. Learn more: http://McD.to/60138xjmV ,Positive,@pizzahut where is the PZone!!! Im tired of calzones!,Neutral
Draft your McPick 2 for $5.,Neutral,I will be ordering multiple P’Zones for March Madness. No one out zones the hut. @pizzahut,Positive
Enjoy! Glad we can make your day!,Positive,"Now that the pzone is back, I ordered one for lunch and the guy tells me I’m the first pzone bought in that store and god I feel special. One for the resume of fun facts I guess.",Positive
Who's ready to grab their keys and get Niki some of our World Famous Fries?,Positive,@pizzahut should really bring back the Pzone ,Neutral
Your future can be as bright as Ron's. Learn more about getting money for college with Archways to Opportunity: http://McDonalds.com/ArchwaysToOpportunity …,Positive,#InThePZONE  https://twitter.com/nick_pants/status/1037891186009235456 …,Positive
Take another look at the new #McCafe line of recrafted espresso drinks.  Try any small for just $2.,Positive,You asked. We listened. The P’Zone is back! ,Positive
We are proud to donate $1 Million to the American Red Cross for Hurricane Harvey Relief http://McD.to/60108ISIw ,Positive,"Dear @pizzahut, one word; pzone. That is all thank you.",Neutral
We'd love to have you stop by! Seeing you would brighten up our whole day. :),Positive,"Dear @pizzahut, do you plan on ever bring back the Pzone?! #ivebeenmissingyou #bringitback #pepperonipzone",Negative
Does that mean we’ll be seeing you soon? Hope so!,Positive,Mystery solved. The P’Zone is making a comeback! Who called it? ,Positive
Fingers crossed one of your awesome friends comes through with that deliciousness.,Positive,I sure wish @pizzahut would resurrect the pzone.,Neutral
"Thanks for making us part of your day, Maritza!",Positive,Alright @pizzahut how many RTs to bring back the pzone? ,Neutral
"We got your back, friend! Thanks for sharing the love.",Negative,I want a pzone! @pizzahut can you please please bring back the pzones. Many thanks!,Neutral
"We like the way you operate, Jess! Come see us again soon?",Positive,Seeing lots of Retweets from Pizza Hut involving a certain beloved P'zone.  Something you need to tell me @pizzahut ???   ,Positive
Thanks for stopping by! Coke + us is the perfect match!,Positive,Hey @pizzahut bring back the pzone,Neutral
"We've got our fingers crossed for you, Alex!",Positive,@pizzahut bring back the pzone please!,Neutral
"Those cravings can't be ignored. We'd love to see you, so drop by anytime you like!",Negative,@pizzahut bring back the pzone,Neutral
"We agree with your assessment, Kaila. Thanks for being a fan!",Positive,Today's your lucky day. #PZoneIsBack ,Positive
You + Our fries = A dream team,Positive,I know @pizzahut and the @NFL won’t admit this but we did it people. The Pzone is back baby!!!!!!! #WeDidIt,Positive
"Thanks for the love, Lauren. We could totally give you a hug right now! <3",Positive,I think @pizzahut should bring back the Pzone!! RT if u agree!! #ThePzoneIsBack ,Positive
"Thanks for stopping by, Amelia! Visits from you always make us smile. :)",Positive,@pizzahut bring back the PZONE!,Neutral
What’s your favorite way to feast on our World Famous Fries?,Positive,@pizzahut Please bring back the pzone.,Neutral
#MillenialPink beach days are made for #McCafe Strawberry Banana Smoothies. #SummerDaze,Positive,I wish @pizzahut would bring back the #Pzone,Neutral
"It might not be as impressive as the #SolarEclipse, but admit it…it’s still pretty impressive.",Positive,@pizzahut where the pzone man.              #bringbackthepzone,Neutral
"After a full day of celebrating #NationalPotatoDay, let’s finish it off with one last #SpudStumper. Try your luck with this one!",Positive,I want a #pzone @pizzahut #bringthemback,Neutral
Let’s keep the #NationalPotatoDay celebration going with another #SpudStumper! Think you’ve got it? Tell us what you’re thinking.,Positive,But did you check today though? ,Positive
It’s easy to figure out why we’re celebrating #NationalPotatoDay. The hard part is figuring out what this #SpudStumper means!,Positive,There’s only one thing harder than choosing toppings. Happy Bracketing! #SelectionSunday,Positive
"To celebrate #NationalPotatoDay, we’d like to take a minute to compliment the food that complements our food so well. #PotatoThankYous",Positive,"Green beer requires green pizza. Sorry, we don’t make the rules. #StPatricksDay",Positive
"#McDelivery on @UberEats is here to make sure you celebrate #NationalRelaxationDay in the best way: at home, w/McNuggets & maybe a McFlurry.",Negative,Our forever mood.,Negative
"#SignsYoureBackinthe80s - Shoulder pads and denim jackets are trendy again, but McNuggets have been in style since 1983 ",Positive,Here’s a mystery for all you internet detectives.  http://bit.ly/2T83Jv1 ,Positive
"For your sister from another mister, get a FREE sandwich for them when you buy one on the app. Happy #FriendshipDay",Positive,30% off menu-priced items for Pi Day!  The coupon code is the circumference of a 12 in Medium (hint: round up to the nearest whole number and spell it out). Who can turn you into a mathlete?#PizzaHutCan #Mathlete #PiDay,Positive
"Fanta is new at McDonald’s, making orange the color of summer. Any size, just $1. Only at @McDonalds.",Positive,http://thereturn.pizzahut.com  ,Positive
"Congrats to @ImpracticalTiff, @therealduckie & @TheDCD who are lucky enough to get the last of our #SzechuanSauce left in the universe!",Negative,"Because of you, $7.99 turns 2.  Reply to this tweet tagging 2 friends with #sweepstakes for a chance to win some dough.  https://bit.ly/2VWqaoC ",Positive
"We have 3 half gallons of #SzechuanSauce stuck in 1998! Retweet, like or respond to bring them to present day before 11:28 p.m. EST",Positive,"If a witch made a Hansel and Gretel house tailored to you, which food would they use to lure you in? ",Negative
SOS0730172130ESTTWTR3x.5GAL,Neutral,"Spring Break Pro Tip: Pizza Hut does breakfast. It’s called last night’s cold pizza. Also, sunscreen. Wear it. ",Positive
SOS 073017 2130EST TWTR 3x.5GAL,Neutral,"It’s here, it’s here! #NationalRanchDay Who wore it best?",Positive
#McDelivery Day is here! Order today on @UberEats! Learn how you could get a piece of the collection here: http://McD.to/60138ssVz ,Positive,"Here’s to recognizing all of the strong women we’re surrounded by, today and every day. See the whole interview here: http://bit.ly/2EVN88P  #IWD2019",Positive
#ICYMI: Guillermo gets rescued w/@UberEATS #McDelivery & Ice Cold Coke. #ShareACoke #KIMMEL airs weeknights 11:35|10:35pmCT on ABC,Positive,"Us on #InternationalWomensDay

 
 
 
 



",Positive
The food you crave is coming to you with McDelivery. Learn how you could get gear on 7.26: http://McD.to/McDeliveryDay ,Positive,We still don't have enough Plutonium!  #BackToTheFuture,Positive
"Happy #WorldEmojiDay! Can you decode McDonald’s Moment #2?

",Positive,Tag your bougie friend who has to eat pizza off of real plates.,Neutral
"For #WorldEmojiDay decode this McDonald’s Moment:

",Positive,Find you someone who keeps things saucy.,Neutral
"If you are having trouble with our app, thank you for your patience. We’ll be back online soon!",Positive,Imagine what would happen if they threw pizzas instead of beads.. #FatTuesday #MardiGras,Positive
What's better than  on #NationalIceCreamDay? Free  . Get a FREE Vanilla Cone TODAY only with the App.,Positive,"Coworkers: There's pizza in the kitchen 
Us: *Colton jumping fence*
#TheBachelor",Positive
"Consider this our anthem for #NationalFrenchFryDay, let the celebration begin. #WorldFamous",Neutral,"nobody:
literally nobody:
absolutely nobody:
no like seriously nobody:
me: ok but that Pizza Hut slapped",Positive
"Get a FREEwith our app on 7/16 & from 2-5 you could WIN SOFT SERVE FOR LIFE! Twitter, you got #SoftServed Rules: http://McD.to/60168qOOO ",Positive,". @bookitprogram may not be for adults, but that doesn’t mean you can’t reward yourself for reading with a Personal Pan Pizza.  If you agree! #BookIt #ReadAcrossAmericaDay",Positive
13 hours until the personalized compliments are over! GET YOURS NOW BECAUSE YOU'RE AMAZING AND DESERVE IT! @-tag us using #SoftServed!  – at Legendary Digital Network,Positive,Binge watch the last 7 seasons with  #ForTheThrone,Neutral
"@-us today with #SoftServed for a compliment!
Like… our Soft Serve is cool CUZ IT'S MADE W/O ARTIFICIAL COLORS, FLAVORS OR PRESERVATIVES!",Positive,Raise your hand if you've needed a hallway pizza at one time or another,Positive
Read the 1st word of our last 7 tweets! Tag a friend to help finish the song & reward yourselves w/ a BOGO FREE lg. sandwich w/ our app!,Positive,You heard the MVP. ,Neutral
"Lettuce, what’s your preference?",Neutral,We hope there will be pizza in Galar. ,Neutral
Sauce is better on a Big Mac. Especially when it’s Big Mac Special Sauce.,Positive,Check out the new @FedEx SameDay Bot designed to take deliveries to a whole new level.  We're excited to collaborate! See how at http://www.FedEx.com/TheFuture ,Positive
Special ways to feel special: Order your favorite McFlurry,Positive,"ME: :(

PIZZA HUT:

        **   .            *     .   *      .   *
   .            *   .    * .         :.
*        *    .    *    :   *.*       .   . *.  
   *  :.   *            *:.      ::*.      *   .
   .              *      .     * .         .

ME: :)",Neutral
"Patties, on cheese, on special sauce, on lettuce, on a sesame seed bun = Iconic Big Mac",Negative,Tag your friend who considers this eating their veggies. Who can help you crush your daily serving? #PizzaHutCan  by @emilyrose621,Positive
Beef this juicy deserves a Big Mac.,Negative,We’re still available to host tonight. And everyone does love pizza...who can bring it? #PizzaHutCan,Negative
"All you need is a Big Mac, Big Mac. Big Mac is all you need <3 RT if you sang along!",Negative,"If you could adopt a topping as your pet, who would be the best good boy? #ohyesyouare",Positive
"Two dollar small smoothie on a Friday? YES, I’ll take two!",Positive,"Due to personal reasons, I will be eating an entire Ultimate Cheesy Crust Pizza by myself.",Positive
Only two days till the weekend. Let’s celebrate! #Happy5thofJuly,Positive,Happy #PresidentsDay! Pizza-fy a president below. We’ll start with our fav: Abra-HAM Lincoln.,Positive
"Here's to keeping the good times and rich, creamy #McCaféShakes on repeat all #summerlong.",Positive,Who can deliver while you watch sick dunks and about 500 left turns? #PizzaHutCan #AllStar #Daytona,Negative
A classic holiday made even sweeter with a classic cone. Happy #FourthofJuly!,Positive,"Ladies, did he get you that pizza, or are you back on the market? #SinglesAwarenessDay ",Positive
Love is universal. #Pride,Neutral,"Ladies, if he doesn't buy you a heart-shaped pizza today, he's not the one. ",Positive
"One way to upgrade your summer hooping sesh: add our chocolately, caramel-y, new #ROLO #McFlurry into the mix.",Positive,What are you doing later? ‘Cause I wanna love every pizza you. ,Positive
IT’S HAPPENING! An All-Star McPick #SuperTeam coming soon to a McDonald's near you.,Positive,What’s the best way to spend Valentine’s Day? ,Positive
JUST NOW: Big Mac press conference scheduled to be held on Facebook and Twitter. #SuperTeam announcement expected.,Negative,Reply if you wanna get picked up by a pizza.  Who can bring the Valentine’s cheese? #PizzaHutCan #ValentinesDay,Negative
Does McDonald’s rumored #SuperTeam put the competition in a pickle?,Positive,"Nobody:

Me: you’re right, I should order pizza",Positive
INSIDER: Big Mac reported to have closed-door meeting with 3 All-Stars. Sesame seed for #SuperTeam seems to be planted.,Positive,Love is in the air. Which couple are you here for? ,Neutral
Couldn't make it to #McDPoolGroove at #BETX? No worries! Follow @365Black for all the details!,Positive,"Tomorrow, we’re gonna be your stupid cupid. Who can make sure you feel the Valentine’s Day amore? #PizzaHutCan  #ValentinesDay",Positive
ICYMI: Guillermo assembles the whole crew for refreshing $1 Coke at #McDonalds. #KIMMEL airs weeknights 11:35|10:35pm CT on ABC #ShareACoke,Positive,Couple goals. ,Neutral
"BREAKING: Rumored that McDonald’s is forming #SuperTeam, featuring Big Mac and other All-Stars.",Negative,"Celebrating our $5 hero today. Happy 210th, Abe! ",Positive
Happy #FathersDay. #StuffMyDadSays,Positive,Good morning to everyone except those who don't like pizza. ,Positive
"""Hit the pool” on your summer bucket list? Tag a friend, and cool off with any size soft drinks. Just $1.",Positive,"today’s tea:

         )         )        )
   )     (         )       )
_(___(____)____(___(__ _
\    you can’t hate    /     |
\  pineapple pizza  /      |
  \  if you haven’t  /____|
    \      tried it     /
      \                 /
        \________/",Negative
Can't throw shade on this deal. $2 small McCafé Shakes all summer long.,Positive,Start your Monday off with a little light reading. ,Neutral
"Best news ever: summer’s here and so is the chocolatey, caramel-y awesomeness of our new #ROLO #McFlurry.",Positive,"Tag a friend who’d totally let you have the last slice during tonight’s musically-based awards show that we can’t say, but rhymes with “The Prammys.” Who can cater the show AND avoid a lawsuit? #PizzaHutCan #Prammys",Neutral
The search for the best summer job ends here. Keep an  on Snapchat for a new way to apply to be a part of the team.,Positive,"If this doesn't sum up #NationalPizzaDay on Twitter, then nothing does. ",Positive
"It's up to you to be a smoothie talker. We're just here to help you be a smoothie
sipper. #smoothietime",Positive,Celebrate #NationalPizzaDay by sharing your favorite pizza meme/gif below. Who can help you cheese the day? #PizzaHutCan ,Positive
When the Floor is Lava ,Neutral,100% true. Can confirm.,Positive
"We don't recommend throwing your fries in the air, but go ahead and wave them like you don't care.",Positive,#RelationshipGoals  Who can be your forever love? #PizzaHutCan.  by @rdotp_,Negative
Best friends know each other’s secrets #NationalBestFriendsDay #McFlurry #Hack,Positive,Swipe right. ,Neutral
Reservist. Coach. Security guard. Full-time student. Alvaro can do it all! See the opportunities at http://McDonalds.com/careers ,Positive,It’s always “wyd” and never “what type of crust do you want?” ,Negative
"#MyChildhoodIn5Words 

Getting that Happy Meal toy ",Positive,"Nice try, Eli.  #PizzaHutSpecialDelivery",Positive
Only thing sweeter? Knowing Saturday is tomorrow. #FriYAY,Positive,Tag a friend who knows how to live their best #slicelife. Who can turn pepperoni into a lifestyle? #PizzaHutCan,Positive
"Not that there’s a secret menu or anything, but if there was, what’s your order?",Positive,Hell of a season @RamsNFL @JaredGoff16 @TG3II. ,Neutral
End your thirst and fidgeting with soft drinks for just $1.,Positive,Last Most Valuable Poster challenge! Create the ultimate Super Bowl meme and drop it below for a chance to win a Pizza Hut e-gift card code and signed Rams merch. #SBLIII http://bit.ly/2TupDtx ,Positive
Tailgating + All Day Breakfast = An all day double play,Positive,Third quarter Most Valuable Poster challenge: Show us the game so far in emojis! Reply to this tweet for a chance to win a Pizza Hut e-gift card code and signed Rams merch.  http://bit.ly/2TupDtx ,Positive
We brought BBQ back with a sweet & savory twist in our NEW Sweet BBQ Bacon #SignatureCrafted Recipe. Try it today!,Positive,The only ones delivering in this game are the kickers. ,Neutral
Long weekends call for longer sips. #MemorialDay,Negative,Halftime Most Valuable Poster challenge! Replace one word in your favorite song/band with 'pizza' for a chance to win a Pizza Hut e-gift card code and autographed Rams merch. http://bit.ly/2TupDtx  ,Positive
"Wife, mother, General Manager and now high school grad. Maria does it all! See the opportunities at: http://McDonalds.com/careers ",Positive,Time for our second challenge and your chance to be the Most Valuable Poster! Pizza-fy the name of your favorite NFL player for a chancel to win a Pizza Hut e-gift card code and autographed Rams merch. See rules: https://bit.ly/2TupDtx  GO!,Positive
Come discover savory bacon and tangy Dijon—all part of our new Maple Bacon Dijon burger and only at McDonald’s. #SignatureCrafted,Positive,"We’re looking for the Most Valuable Poster! Reply with your best caption for this photo and we'll #OverDeliver for the MVP with a Pizza Hut e-gift card code. 
https://bit.ly/2TupDtx ",Positive
"Pass the ketchup to the front of the stage, please.",Neutral,We love our pie to pieces. http://www.pizzahut.com/hutrewards ,Positive
